City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,cayenne,4.9333,-52.3333,25.02,94,75,1.54,GF,1681418704
280,khasan,42.4308,130.6434,5.7,55,10,3.06,RU,1681418748
281,mount gambier,-37.8333,140.7667,11.33,93,1,2.34,AU,1681418615
282,mehran,33.1222,46.1646,18.04,46,86,2.63,IR,1681418748
283,cockburn town,21.4612,-71.1419,25.82,77,51,6.03,TC,1681418749
284,numan,9.4667,12.0333,31.52,15,3,2.19,NG,1681418749
285,hualmay,-11.0964,-77.6139,26.01,71,49,5.96,PE,1681418749
286,eureka,40.8021,-124.1637,15.93,66,60,2.68,US,1681418750
287,watertown,42.3709,-71.1828,32.5,26,0,2.68,US,1681418135
288,saskylakh,71.9167,114.0833,-26.06,99,53,2.82,RU,1681418750
289,tateyama,34.9833,139.8667,17.04,76,82,7.31,JP,1681418750
290,thinadhoo,0.5333,72.9333,27.93,75,44,3.22,MV,1681418751
291,sarangani,5.4033,125.4636,27.88,72,42,1.13,PH,1681418751
292,santa catarina de tepehuanes,25.35,-105.7333,23.21,14,100,11.78,MX,1681418752
293,nador,35.174,-2.9287,19.14,42,0,3.09,MA,1681418752
294,fomboni,-12.28,43.7425,28.23,69,94,2.62,KM,1681418752
295,mayumba,-3.432,10.6554,26.69,86,89,1.79,GA,1681418753
296,clarksburg,39.2807,-80.3445,28.58,21,0,0.0,US,1681418753
297,khandyga,62.6667,135.6,-4.63,93,100,0.85,RU,1681418753
298,alytus,54.4,24.05,8.77,93,100,4.04,LT,1681418754
299,faanui,-16.4833,-151.75,27.76,70,19,3.59,PF,1681418585
300,kelowna,49.8831,-119.4857,11.98,30,0,3.09,CA,1681418568
301,narwar,25.65,77.9,29.0,21,100,2.56,IN,1681418754
302,ambon,-3.6954,128.1814,25.08,94,40,2.57,ID,1681418755
303,raudeberg,61.9875,5.1352,8.31,63,6,2.25,NO,1681418550
304,clinton,42.587,-82.9199,29.59,28,0,7.72,US,1681418632
305,flinders,-34.5833,150.8552,16.77,90,34,2.68,AU,1681418755
306,neuquen,-38.9516,-68.0591,13.94,54,0,3.09,AR,1681418715
307,smithers,54.7804,-127.1743,6.18,49,75,1.54,CA,1681418727
308,itarema,-2.9248,-39.9167,25.52,86,98,5.68,BR,1681418756
309,bengkulu,-3.8004,102.2655,24.3,89,68,1.61,ID,1681418756
310,vila velha,-20.3297,-40.2925,26.97,86,75,3.6,BR,1681418681
311,milkovo,54.7167,158.6167,-3.86,94,100,4.35,RU,1681418757
312,kasongo-lunda,-6.4667,16.8167,22.35,90,67,0.29,CD,1681418757
313,westport,41.1415,-73.3579,32.53,29,0,5.14,US,1681418731
314,safaga,26.7292,33.9365,21.12,40,0,2.5,EG,1681418758
315,coquimbo,-29.9533,-71.3436,18.85,72,0,5.14,CL,1681418597
316,acapulco,16.8634,-99.8901,30.9,62,40,7.2,MX,1681418657
317,muroto,33.2833,134.15,15.77,73,100,2.62,JP,1681418759
318,disraeli,45.9001,-71.3491,19.96,69,1,5.03,CA,1681418759
319,tarakan,3.3,117.6333,26.95,78,92,0.31,ID,1681418759
320,pisco,-13.7,-76.2167,29.03,58,17,8.75,PE,1681418673
321,talcahuano,-36.7167,-73.1167,15.82,77,100,3.6,CL,1681418716
322,le port,-20.9373,55.2919,25.0,92,74,2.32,RE,1681418761
323,poum,-20.2333,164.0167,24.99,87,100,5.41,NC,1681418623
324,fortuna,40.5982,-124.1573,12.74,64,48,3.58,US,1681418118
325,novoagansk,61.9449,76.6625,-18.55,95,84,4.24,RU,1681418762
326,inuvik,68.3499,-133.7218,-16.58,65,75,3.6,CA,1681418762
327,mabuhay,7.4178,122.8367,26.55,80,75,1.64,PH,1681418762
328,mount isa,-20.7333,139.5,17.87,52,87,2.06,AU,1681418763
329,podporozhye,60.9112,34.1706,-3.61,88,13,4.61,RU,1681418763
330,moose factory,51.2585,-80.6094,5.0,70,100,4.12,CA,1681418763
331,yenagoa,4.9247,6.2642,26.26,88,41,2.27,NG,1681418764
332,brae,60.3964,-1.353,6.63,88,100,4.79,GB,1681418764
333,husavik,66.0449,-17.3389,2.24,90,95,2.1,IS,1681418764
334,emba,48.8264,58.1442,15.98,38,100,8.82,KZ,1681418764
335,bundaberg,-24.85,152.35,15.12,82,0,2.59,AU,1681418280
336,tazovskiy,67.4667,78.7,-19.26,95,100,7.58,RU,1681418765
337,dehloran,32.6941,47.2679,17.09,50,33,1.51,IR,1681418766
338,luau,-10.7073,22.2247,18.16,96,91,1.86,AO,1681418766
339,abu samrah,35.3029,37.1841,10.4,84,0,6.8,SY,1681418766
340,cabo san lucas,22.8909,-109.9124,29.78,44,20,6.69,MX,1681418146
341,makokou,0.5738,12.8642,22.5,91,75,0.33,GA,1681418767
342,havoysund,70.9963,24.6622,1.13,75,9,3.55,NO,1681418767
343,olinda,-8.0089,-34.8553,27.85,65,40,4.12,BR,1681418607
344,port hardy,50.6996,-127.4199,8.1,66,100,4.12,CA,1681418727
345,henties bay,-22.116,14.2845,14.9,83,0,3.93,NA,1681418768
346,basco,20.4487,121.9702,25.65,87,100,5.89,PH,1681418769
347,chapleau,47.8405,-83.4034,20.05,30,20,0.0,CA,1681418727
348,lata,40.1629,-8.3327,13.78,93,93,1.24,PT,1681418626
349,dharmavaram,14.4333,77.7167,29.77,26,95,2.41,IN,1681418770
350,port hawkesbury,45.6169,-61.3485,12.72,48,0,4.12,CA,1681418770
351,gao,16.6362,1.637,31.62,12,81,4.62,ML,1681418770
352,bosobolo,4.1833,19.9,21.97,95,90,1.36,CD,1681418771
353,ahipara,-35.1667,173.1667,18.64,90,55,3.53,NZ,1681418771
354,taoudenni,22.6783,-3.9836,30.39,8,41,3.01,ML,1681418771
355,sabha,27.0377,14.4283,21.26,10,6,4.95,LY,1681418712
356,yerbogachen,61.2767,108.0108,-6.46,84,100,5.59,RU,1681418772
357,inta,66.0317,60.1659,-16.19,96,71,5.4,RU,1681418773
358,fereydunshahr,32.941,50.121,0.39,79,19,2.64,IR,1681418773
359,ponta do sol,32.6667,-17.1,19.84,75,78,1.57,PT,1681418254
360,puerto narino,-3.7703,-70.3831,26.84,91,96,1.54,CO,1681418773
361,kokstad,-30.5472,29.4241,11.72,97,95,0.95,ZA,1681418774
362,taseyevo,57.2169,94.8978,1.34,88,99,3.41,RU,1681418774
363,bardiyah,31.7561,25.0865,16.25,79,0,2.92,LY,1681418775
364,manjacaze,-24.7117,33.8828,20.17,83,0,4.48,MZ,1681418775
365,xingyi,24.1877,102.817,15.01,33,0,1.78,CN,1681418775
366,pangnirtung,66.1451,-65.7125,-7.0,73,40,1.03,CA,1681418776
367,faya,18.3851,42.4509,18.06,66,1,1.45,SA,1681418776
368,ulladulla,-35.35,150.4667,14.32,86,98,5.21,AU,1681418776
369,asyut,27.181,31.1837,20.1,22,0,2.29,EG,1681418777
370,isangel,-19.55,169.2667,27.65,81,100,4.5,VU,1681418648
371,takoradi,4.8845,-1.7554,27.36,84,3,3.34,GH,1681418581
372,waipawa,-41.4122,175.5153,12.17,88,100,4.18,NZ,1681418777
373,plettenberg bay,-34.0527,23.3716,14.35,83,0,2.71,ZA,1681418279
374,kashi,39.4547,75.9797,15.56,25,18,2.0,CN,1681418778
375,kaliua,-5.0606,31.7936,19.7,94,100,0.96,TZ,1681418778
376,glendive,47.1053,-104.7125,7.79,65,100,8.23,US,1681418779
377,shingu,33.7333,135.9833,11.48,63,100,1.88,JP,1681418780
378,kangundo,-1.2979,37.3471,18.19,93,94,1.0,KE,1681418780
379,krasnoarmeysk,51.0239,45.6969,9.12,94,100,11.83,RU,1681418780
380,yarmouth,41.7057,-70.2286,28.41,53,0,7.72,US,1681418781
381,tumpat,6.1978,102.171,26.99,94,20,0.0,MY,1681418781
382,inhambane,-23.865,35.3833,22.58,81,0,4.54,MZ,1681418781
383,upata,8.0086,-62.3989,31.77,34,72,3.66,VE,1681418782
384,darab,28.7519,54.5444,18.65,66,49,2.23,IR,1681418782
385,barinas,8.6226,-70.2075,29.02,51,67,2.56,VE,1681418783
386,loandjili,-4.7561,11.8578,26.6,82,15,2.03,CG,1681418783
387,san nicolas,18.1725,120.5953,26.41,81,47,1.22,PH,1681418440
388,rio gallegos,-51.6226,-69.2181,10.03,46,0,1.54,AR,1681418784
389,gushikawa,26.3544,127.8686,22.0,96,75,4.63,JP,1681418784
390,ko samui,9.5357,99.9357,28.56,77,2,2.91,TH,1681418503
391,bumba,2.1833,22.4667,22.5,93,96,1.17,CD,1681418785
392,wuchang,44.9143,127.15,1.95,45,0,1.11,CN,1681418785
393,yar-sale,66.8333,70.8333,-18.09,91,56,7.42,RU,1681418785
394,pucallpa,-8.3791,-74.5539,30.02,66,40,2.57,PE,1681418786
395,kano,12.0001,8.5167,29.94,28,91,1.54,NG,1681418429
396,lima,-12.0432,-77.0282,27.14,61,0,5.66,PE,1681418164
397,labuhan,-6.8844,112.2051,24.81,88,89,4.15,ID,1681418787
398,lat yao,15.751,99.7893,29.36,54,100,3.64,TH,1681418787
399,rawatbhata,24.9333,75.5833,27.93,24,100,3.62,IN,1681418788
400,yaan,7.3833,8.5667,31.27,50,21,4.4,NG,1681418788
401,banff,51.1762,-115.5698,4.57,35,85,2.06,CA,1681418651
402,salekhard,66.53,66.6019,-24.96,90,5,3.12,RU,1681418788
403,upington,-28.4478,21.2561,18.21,17,41,3.09,ZA,1681418789
404,iacu,-12.7672,-40.2117,27.79,46,26,2.68,BR,1681418789
405,hamilton,39.1834,-84.5333,28.33,26,0,2.06,US,1681418733
406,almaznyy,48.0448,40.045,8.28,93,100,7.3,RU,1681418790
407,concarneau,47.875,-3.9225,8.16,79,89,3.9,FR,1681418790
408,tilichiki,60.4667,166.1,-19.59,92,56,3.54,RU,1681418790
409,clyde river,70.4692,-68.5914,-11.87,67,75,7.72,CA,1681418791
410,camana,-16.6228,-72.7111,23.32,75,10,3.95,PE,1681418791
411,bayonet point,28.3267,-82.6834,31.14,65,0,0.89,US,1681418792
412,kholodnyy,62.7167,147.95,-16.14,98,85,1.61,RU,1681418792
413,kolyvan,55.3053,82.7391,5.79,90,100,4.13,RU,1681418792
414,san juan del sur,11.2529,-85.8705,30.12,70,20,3.09,NI,1681418793
415,sorland,67.667,12.6934,5.92,77,19,8.73,NO,1681418793
416,honningsvag,70.9821,25.9704,0.86,75,0,8.23,NO,1681418793
417,sao sebastiao do paraiso,-20.9169,-46.9914,19.75,91,73,0.68,BR,1681418793
418,caravelas,-17.7125,-39.2481,24.59,88,26,2.23,BR,1681418794
419,katsuura,35.1333,140.3,16.93,73,76,7.5,JP,1681418794
420,sinop,41.7711,34.8709,5.51,86,26,3.44,TR,1681418216
421,menongue,-14.6585,17.691,18.43,80,97,1.98,AO,1681418795
422,xinzhi,36.4989,111.7047,15.26,22,96,5.69,CN,1681418795
423,simpang,-1.2667,104.0833,23.46,98,97,1.08,ID,1681418535
424,caldwell,43.6629,-116.6874,10.66,35,40,5.66,US,1681418796
425,shu,43.5983,73.7614,14.31,44,3,4.59,KZ,1681418515
426,tumut,-35.3,148.2167,10.15,84,0,1.78,AU,1681418797
427,valparaiso,-33.0393,-71.6273,22.8,55,0,5.66,CL,1681418784
428,dudinka,69.4058,86.1778,-26.65,100,100,1.34,RU,1681418513
429,oriximina,-1.7656,-55.8661,27.47,85,93,0.49,BR,1681418797
430,krasnooktyabrskiy,44.9328,38.3712,10.05,82,99,7.45,RU,1681418798
431,sao joao da ponte,-15.9292,-44.0078,26.43,52,100,0.36,BR,1681418798
432,panaba,21.2833,-88.2667,27.22,58,99,5.04,MX,1681418798
433,sao sepe,-30.1606,-53.5653,15.4,85,100,2.94,BR,1681418799
434,matara,5.9485,80.5353,25.35,90,52,2.19,LK,1681418799
435,tripoli,32.8752,13.1875,22.35,33,47,4.75,LY,1681418799
436,howard springs,-12.497,131.047,24.95,90,50,0.47,AU,1681418800
437,saint-michel-des-saints,46.6834,-73.9159,15.21,92,50,3.91,CA,1681418726
438,horqueta,-23.3428,-57.0597,20.68,98,100,3.74,PY,1681418800
439,gizo,-8.103,156.8419,25.99,87,100,6.69,SB,1681418800
440,buchanan,5.8808,-10.0467,23.93,85,98,2.84,LR,1681418633
441,caconda,-13.7333,15.0667,16.66,82,98,2.08,AO,1681418801
442,zinder,13.8072,8.9881,27.63,13,100,4.4,NE,1681418802
443,harper,4.375,-7.7169,27.35,83,36,2.02,LR,1681418802
444,basoko,1.2391,23.616,22.37,94,100,1.19,CD,1681418802
445,srednekolymsk,67.45,153.6833,-14.62,94,96,1.83,RU,1681418803
446,bubaque,11.2833,-15.8333,24.92,78,22,7.24,GW,1681418803
447,san policarpo,12.1791,125.5072,25.31,90,56,2.4,PH,1681418804
448,gamba,-2.65,10.0,26.01,89,100,2.16,GA,1681418804
449,hue,16.4667,107.6,25.06,94,40,0.51,VN,1681418804
450,horsham,51.064,-0.3272,7.84,79,0,2.57,GB,1681418804
451,minab,27.1467,57.0801,26.18,61,100,0.0,IR,1681418805
452,xining,36.6167,101.7667,3.16,80,94,1.49,CN,1681418805
453,beloslav,43.1833,27.7,9.92,91,12,1.03,BG,1681418805
454,agirish,61.9247,63.0231,-20.98,99,39,1.76,RU,1681418806
455,antofagasta,-23.65,-70.4,20.6,76,30,4.01,CL,1681418684
456,konakovo,56.7,36.7667,4.56,59,83,5.71,RU,1681418806
457,santa cruz,-17.8,-63.1667,25.7,89,75,5.66,BO,1681418685
458,sechura,-5.5569,-80.8222,29.45,64,86,5.47,PE,1681418807
459,pochutla,15.7432,-96.4661,32.12,43,10,4.41,MX,1681418807
460,dunmore town,25.5,-76.65,24.95,79,4,5.51,BS,1681418808
461,lac du bonnet,50.2536,-96.0612,8.08,63,100,5.0,CA,1681418808
462,mizdah,31.4451,12.9801,21.71,15,100,2.81,LY,1681418809
463,padang,-0.9492,100.3543,25.28,88,89,1.21,ID,1681418809
464,barra patuca,15.8,-84.2833,28.95,65,94,5.06,HN,1681418809
465,shetpe,44.1667,52.1167,11.48,83,100,7.07,KZ,1681418810
466,lensk,60.7253,114.9278,-13.88,97,23,1.83,RU,1681418811
467,yamada,39.4667,141.95,8.08,60,38,3.18,JP,1681418811
468,suslonger,56.3156,48.2531,0.67,66,61,6.98,RU,1681418811
469,khorinsk,52.1657,109.7726,-12.42,89,7,0.62,RU,1681418812
470,baiyin,36.5583,104.2081,4.71,70,100,1.18,CN,1681418812
471,usinsk,65.9939,57.5281,-14.25,97,96,3.62,RU,1681418812
472,umm kaddadah,13.6017,26.6876,23.8,13,1,5.86,SD,1681418813
473,barbate,36.1924,-5.9219,13.72,72,100,2.47,ES,1681418571
474,naze,28.3667,129.4833,19.51,93,91,4.81,JP,1681418813
475,lobez,53.6392,15.6213,8.16,73,100,2.02,PL,1681418814
476,aljezur,37.3191,-8.8033,12.8,74,79,6.49,PT,1681418814
477,orange walk,17.8333,-88.8333,30.95,46,98,3.25,BZ,1681418814
478,toyota,35.0833,137.15,12.53,59,100,1.23,JP,1681418815
479,yumen,40.2833,97.2,5.86,39,99,5.02,CN,1681418815
480,jojoima,7.8792,-10.7878,26.46,79,93,2.63,SL,1681418815
481,ishigaki,24.3448,124.1572,24.07,94,100,3.09,JP,1681418595
482,forestville,38.8451,-76.875,31.85,22,0,4.63,US,1681418816
483,anderson,34.5334,-82.6499,23.47,54,20,4.12,US,1681418816
484,adrar,20.5022,-10.0711,28.56,29,95,2.3,MR,1681418816
485,sao joao da barra,-21.6403,-41.0511,28.05,88,12,5.09,BR,1681418817
486,guisa,20.255,-76.5386,25.8,76,93,2.29,CU,1681418817
487,kristiansund,63.1115,7.732,11.03,61,0,7.2,NO,1681418817
488,sterling,39.0062,-77.4286,31.59,23,0,4.63,US,1681418740
489,luganville,-15.5333,167.1667,26.43,85,100,0.72,VU,1681418818
490,oeiras,-7.0253,-42.1311,29.89,46,54,1.97,BR,1681418818
491,lianran,24.9227,102.485,17.3,37,0,0.75,CN,1681418819
492,leeton,-34.5667,146.4,13.76,78,0,2.0,AU,1681418819
493,port blair,11.6667,92.75,26.67,77,15,2.1,IN,1681418819
494,parit buntar,5.1267,100.4932,30.01,93,94,1.82,MY,1681418820
495,palmer,42.1584,-72.3287,31.78,22,0,7.2,US,1681418820
496,north bend,43.4065,-124.2243,14.58,65,100,4.12,US,1681418820
497,pitimbu,-7.4706,-34.8086,28.33,69,81,3.65,BR,1681418821
498,ucluelet,48.9329,-125.5528,8.94,76,79,0.89,CA,1681418821
499,berezovka,53.7214,25.4993,7.94,92,100,3.87,BY,1681418821
500,trairi,-3.2778,-39.2689,24.93,89,83,4.31,BR,1681418811
501,vestmannaeyjar,63.4427,-20.2734,6.84,74,100,2.35,IS,1681418568
502,saint-augustin,51.226,-58.6502,4.81,82,100,4.35,CA,1681418592
503,sakaiminato,35.55,133.2333,9.99,87,75,2.06,JP,1681418823
504,botshabelo,-29.2702,26.7052,13.65,26,69,2.31,ZA,1681418823
505,mirnyy,62.5353,113.9611,-17.0,98,47,2.39,RU,1681418824
506,maghar,32.8898,35.407,13.03,87,4,0.85,IL,1681418680
507,bitung,1.4451,125.1824,25.47,86,77,2.84,ID,1681418724
508,svetlaya,46.5389,138.3297,1.48,70,95,1.6,RU,1681418825
509,yeppoon,-23.1333,150.7333,13.88,47,0,2.28,AU,1681418825
510,lagoa,39.05,-27.9833,16.49,84,100,4.86,PT,1681418826
511,nizhniy odes,63.6445,54.856,-18.15,97,7,1.97,RU,1681418826
512,buala,-8.145,159.5921,27.11,80,80,2.11,SB,1681418827
513,waddan,29.1614,16.139,22.14,11,43,3.82,LY,1681418827
514,maragogi,-9.0122,-35.2225,25.19,71,92,3.25,BR,1681418828
515,ca mau,9.1769,105.15,25.81,86,73,1.22,VN,1681418828
516,atasu,48.6814,71.6433,11.13,43,100,3.27,KZ,1681418829
517,norsup,-16.0667,167.3833,27.25,83,100,3.13,VU,1681418829
518,goure,13.9835,10.2704,26.84,12,69,4.16,NE,1681418829
519,tura,25.5198,90.2201,24.25,25,100,1.54,IN,1681418830
520,uspenka,48.3903,39.1619,9.21,93,100,5.93,UA,1681418830
521,portland,45.5234,-122.6762,12.18,61,100,2.06,US,1681418171
522,marechal candido rondon,-24.5561,-54.0567,18.6,92,100,7.17,BR,1681418831
523,duiwelskloof,-23.6934,30.14,18.93,44,0,1.7,ZA,1681418831
524,conneaut,41.9476,-80.5542,28.61,63,12,4.36,US,1681418832
525,sjovegan,68.8726,17.8474,4.8,81,8,3.55,NO,1681418832
526,constantine,36.365,6.6147,10.67,76,40,3.09,DZ,1681418832
527,namatanai,-3.6667,152.4333,26.74,84,100,5.76,PG,1681418833
528,jiaojiang,28.6803,121.4428,18.33,98,94,1.41,CN,1681418834
529,nichinan,31.6,131.3667,13.82,80,100,0.9,JP,1681418834
530,north chicago,42.3256,-87.8412,28.84,31,0,6.69,US,1681418834
531,hukuntsi,-24.0,21.75,22.28,18,0,4.73,BW,1681418835
532,safranbolu,41.2508,32.6942,4.83,94,25,0.53,TR,1681418835
533,minbu,20.1833,94.8833,28.31,42,1,1.61,MM,1681418835
534,lubango,-14.9172,13.4925,17.39,80,81,1.06,AO,1681418836
535,tahoua,14.8888,5.2692,34.99,9,97,2.06,NE,1681418836
536,letka,59.6011,49.4232,-7.33,76,29,4.71,RU,1681418836
537,sarkand,45.41,79.9186,9.96,34,100,2.77,KZ,1681418837
538,falam,22.9167,93.6833,15.74,45,50,1.85,MM,1681418837
539,red bluff,40.1785,-122.2358,18.81,22,0,7.2,US,1681418837
540,antas,41.7364,-8.3089,9.45,96,100,1.42,PT,1681418838
541,arlit,18.7369,7.3853,29.72,12,6,3.19,NE,1681418640
542,benguela,-12.5763,13.4055,25.89,87,68,2.32,AO,1681418839
543,tongliao,43.6125,122.2653,4.76,29,92,2.47,CN,1681418839
544,sinnamary,5.3833,-52.95,26.71,81,87,4.25,GF,1681418839
545,sol-iletsk,51.1631,54.9918,12.95,52,100,9.04,RU,1681418840
546,heihe,50.2441,127.4902,-2.68,50,100,3.69,CN,1681418840
547,morgan city,29.6994,-91.2068,20.56,66,96,4.09,US,1681418840
548,mabaruma,8.2,-59.7833,27.84,70,85,3.55,GY,1681418841
549,leningradskiy,69.3833,178.4167,-19.31,91,69,1.86,RU,1681418841
550,saint-agapit,46.5629,-71.4352,18.86,69,6,4.68,CA,1681418841
551,san andres,12.5847,-81.7006,30.01,62,20,7.72,CO,1681418842
552,ponta delgada,37.7333,-25.6667,17.4,82,20,3.09,PT,1681418842
553,pangody,65.85,74.4859,-19.3,96,59,7.23,RU,1681418843
554,volterra,43.4003,10.86,10.27,65,8,5.03,IT,1681418843
555,san vicente,-26.6167,-54.1333,17.48,99,100,1.22,AR,1681418843
556,paracuru,-3.41,-39.0306,28.39,87,98,4.52,BR,1681418844
557,antonina,-25.4286,-48.7119,29.82,89,67,1.32,BR,1681418844
558,aykhal,66.0,111.5,-14.82,100,100,3.96,RU,1681418844
